OUT_ID	Kingdom	Phylum	Class	Order	Family	Genus
ASV_858	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA
ASV_859	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_860	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella
ASV_861	Bacteria	NA	NA	NA	NA	NA
ASV_862	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_863	Bacteria	NA	NA	NA	NA	NA
ASV_864	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_865	Bacteria	NA	NA	NA	NA	NA
ASV_866	Bacteria	NA	NA	NA	NA	NA
ASV_867	Bacteria	NA	NA	NA	NA	NA
ASV_868	Bacteria	NA	NA	NA	NA	NA
ASV_869	Bacteria	NA	NA	NA	NA	NA
ASV_870	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Planifilum
ASV_871	Bacteria	Firmicutes	Clostridia	Gracilibacteraceae	Lutispora	NA
ASV_872	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_873	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
ASV_874	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Alkaliphilus	NA
ASV_875	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
ASV_876	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV_877	Bacteria	NA	NA	NA	NA	NA
ASV_878	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Orbaceae	NA
ASV_879	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_880	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_881	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_882	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_883	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Idiomarinaceae	Idiomarina
ASV_884	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_885	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_886	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_887	Bacteria	NA	NA	NA	NA	NA
ASV_888	Bacteria	NA	NA	NA	NA	NA
ASV_889	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_890	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_891	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_892	NA	NA	NA	NA	NA	NA
ASV_893	Bacteria	NA	NA	NA	NA	NA
ASV_894	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_895	Bacteria	NA	NA	NA	NA	NA
ASV_896	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_897	NA	NA	NA	NA	NA	NA
ASV_898	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
ASV_899	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_900	Bacteria	NA	NA	NA	NA	NA
ASV_901	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_902	NA	NA	NA	NA	NA	NA
ASV_903	NA	NA	NA	NA	NA	NA
ASV_904	Bacteria	NA	NA	NA	NA	NA
ASV_905	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_906	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_907	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_908	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_909	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_910	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_911	NA	NA	NA	NA	NA	NA
ASV_912	Bacteria	NA	NA	NA	NA	NA
ASV_913	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_914	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia
ASV_915	Bacteria	NA	NA	NA	NA	NA
ASV_916	Bacteria	NA	NA	NA	NA	NA
ASV_917	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus
ASV_918	Bacteria	NA	NA	NA	NA	NA
ASV_919	Bacteria	NA	NA	NA	NA	NA
ASV_920	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
ASV_921	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Orbaceae	NA
ASV_922	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus
ASV_923	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_924	NA	NA	NA	NA	NA	NA
ASV_925	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_926	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_927	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Ameyamaea
ASV_928	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_929	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmataceae	Mesoplasma
ASV_930	Bacteria	NA	NA	NA	NA	NA
ASV_931	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_932	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_933	Bacteria	NA	NA	NA	NA	NA
ASV_934	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas
ASV_935	Bacteria	NA	NA	NA	NA	NA
ASV_936	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_937	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_938	NA	NA	NA	NA	NA	NA
ASV_939	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_940	Bacteria	NA	NA	NA	NA	NA
ASV_941	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_942	Bacteria	NA	NA	NA	NA	NA
ASV_943	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_944	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_945	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_946	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella
ASV_947	NA	NA	NA	NA	NA	NA
ASV_948	Bacteria	NA	NA	NA	NA	NA
ASV_949	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_950	Bacteria	NA	NA	NA	NA	NA
ASV_951	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Orbaceae	NA
ASV_952	Bacteria	NA	NA	NA	NA	NA
ASV_953	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_954	Bacteria	NA	NA	NA	NA	NA
ASV_955	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_956	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter
ASV_957	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_958	Bacteria	NA	NA	NA	NA	NA
ASV_959	Bacteria	NA	NA	NA	NA	NA
ASV_960	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_961	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_962	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium
ASV_963	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aliihoeflea
ASV_964	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_965	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
ASV_966	Bacteria	NA	NA	NA	NA	NA
ASV_967	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_968	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_969	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_970	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_971	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus
ASV_972	Bacteria	NA	NA	NA	NA	NA
ASV_973	Bacteria	NA	NA	NA	NA	NA
ASV_974	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter
ASV_975	NA	NA	NA	NA	NA	NA
ASV_976	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
ASV_977	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
ASV_978	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium
ASV_979	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_980	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_981	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculaceae	Desulfotomaculum
ASV_982	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 10
ASV_983	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV_984	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV_985	Bacteria	NA	NA	NA	NA	NA
ASV_986	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_987	Bacteria	NA	NA	NA	NA	NA
ASV_988	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_989	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas
ASV_990	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI cluster
ASV_991	Bacteria	NA	NA	NA	NA	NA
ASV_992	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
ASV_993	Bacteria	NA	NA	NA	NA	NA
ASV_994	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_995	Bacteria	NA	NA	NA	NA	NA
ASV_996	Bacteria	NA	NA	NA	NA	NA
ASV_997	Bacteria	NA	NA	NA	NA	NA
ASV_998	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	NA
ASV_999	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_1000	NA	NA	NA	NA	NA	NA
ASV_1001	NA	NA	NA	NA	NA	NA
ASV_1002	Bacteria	NA	NA	NA	NA	NA
ASV_1003	Bacteria	NA	NA	NA	NA	NA
ASV_1004	NA	NA	NA	NA	NA	NA
ASV_1005	Bacteria	NA	NA	NA	NA	NA
ASV_1006	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1007	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_1008	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1009	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV_1010	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1011	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Uruburuella
ASV_1012	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
ASV_1013	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1014	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Catenococcus
ASV_1015	Bacteria	NA	NA	NA	NA	NA
ASV_1016	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1017	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella
ASV_1018	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Planifilum
ASV_1019	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1020	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1021	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter
ASV_1022	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
ASV_1023	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_1024	Bacteria	NA	NA	NA	NA	NA
ASV_1025	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1026	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella
ASV_1027	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1028	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Yokenella
ASV_1029	Bacteria	NA	NA	NA	NA	NA
ASV_1030	Bacteria	NA	NA	NA	NA	NA
ASV_1031	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1032	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1033	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1034	Bacteria	NA	NA	NA	NA	NA
ASV_1035	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_1036	Bacteria	NA	NA	NA	NA	NA
ASV_1037	Bacteria	NA	NA	NA	NA	NA
ASV_1038	Bacteria	NA	NA	NA	NA	NA
ASV_1039	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas
ASV_1040	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV_1041	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1042	Bacteria	NA	NA	NA	NA	NA
ASV_1043	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_1044	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
ASV_1045	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1046	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1047	Bacteria	NA	NA	NA	NA	NA
ASV_1048	Bacteria	NA	NA	NA	NA	NA
ASV_1049	NA	NA	NA	NA	NA	NA
ASV_1050	Bacteria	NA	NA	NA	NA	NA
ASV_1051	NA	NA	NA	NA	NA	NA
ASV_1052	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_1053	Bacteria	NA	NA	NA	NA	NA
ASV_1054	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_1055	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
ASV_1056	Bacteria	NA	NA	NA	NA	NA
ASV_1057	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_1058	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter
ASV_1059	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
ASV_1060	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_1061	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1062	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1063	Bacteria	NA	NA	NA	NA	NA
ASV_1064	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1065	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas
ASV_1066	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium
ASV_1067	Bacteria	NA	NA	NA	NA	NA
ASV_1068	Bacteria	NA	NA	NA	NA	NA
ASV_1069	NA	NA	NA	NA	NA	NA
ASV_1070	Bacteria	NA	NA	NA	NA	NA
ASV_1071	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1072	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella
ASV_1073	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella
ASV_1074	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halocella
ASV_1075	NA	NA	NA	NA	NA	NA
ASV_1076	Bacteria	NA	NA	NA	NA	NA
ASV_1077	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_1078	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1079	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1080	Bacteria	NA	NA	NA	NA	NA
ASV_1081	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_1082	Bacteria	NA	NA	NA	NA	NA
ASV_1083	Bacteria	NA	NA	NA	NA	NA
ASV_1084	Bacteria	NA	NA	NA	NA	NA
ASV_1085	Bacteria	NA	NA	NA	NA	NA
ASV_1086	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus
ASV_1087	Bacteria	NA	NA	NA	NA	NA
ASV_1088	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_1089	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1090	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter
ASV_1091	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA
ASV_1092	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_1093	Bacteria	NA	NA	NA	NA	NA
ASV_1094	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Uruburuella
ASV_1095	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_1096	Bacteria	NA	NA	NA	NA	NA
ASV_1097	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1098	Bacteria	NA	NA	NA	NA	NA
ASV_1099	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1100	NA	NA	NA	NA	NA	NA
ASV_1101	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	NA
ASV_1103	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1104	Bacteria	NA	NA	NA	NA	NA
ASV_1105	Bacteria	NA	NA	NA	NA	NA
ASV_1106	Bacteria	NA	NA	NA	NA	NA
ASV_1107	Bacteria	NA	NA	NA	NA	NA
ASV_1108	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Orbaceae	NA
ASV_1109	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_1110	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Ameyamaea
ASV_1111	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter
ASV_1112	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1113	NA	NA	NA	NA	NA	NA
ASV_1114	Bacteria	NA	NA	NA	NA	NA
ASV_1115	Bacteria	NA	NA	NA	NA	NA
ASV_1116	Bacteria	NA	NA	NA	NA	NA
ASV_1117	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1118	Bacteria	NA	NA	NA	NA	NA
ASV_1119	Bacteria	NA	NA	NA	NA	NA
ASV_1120	Bacteria	NA	NA	NA	NA	NA
ASV_1121	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_1122	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1123	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1124	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_1125	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium
ASV_1126	Bacteria	NA	NA	NA	NA	NA
ASV_1127	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus
ASV_1128	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1129	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
ASV_1130	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1131	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
ASV_1132	Bacteria	NA	NA	NA	NA	NA
ASV_1133	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
ASV_1134	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV_1135	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
ASV_1136	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter
ASV_1137	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
ASV_1138	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_1139	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis
ASV_1140	Bacteria	NA	NA	NA	NA	NA
ASV_1141	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_1142	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus
ASV_1143	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_1144	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Orbaceae	NA
ASV_1145	NA	NA	NA	NA	NA	NA
ASV_1146	Bacteria	NA	NA	NA	NA	NA
ASV_1147	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1148	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV_1149	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1150	Bacteria	NA	NA	NA	NA	NA
ASV_1151	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_1152	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus
ASV_1153	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter
ASV_1154	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_1155	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_1156	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter
ASV_1157	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
ASV_1158	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1159	NA	NA	NA	NA	NA	NA
ASV_1160	Bacteria	NA	NA	NA	NA	NA
ASV_1161	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_1162	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1163	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_1164	NA	NA	NA	NA	NA	NA
ASV_1165	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
ASV_1166	Bacteria	NA	NA	NA	NA	NA
ASV_1167	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
ASV_1168	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
ASV_1169	Bacteria	NA	NA	NA	NA	NA
ASV_1170	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_1171	Bacteria	NA	NA	NA	NA	NA
ASV_1172	Bacteria	NA	NA	NA	NA	NA
ASV_1173	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_1174	Bacteria	NA	NA	NA	NA	NA
ASV_1175	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_1176	Bacteria	NA	NA	NA	NA	NA
ASV_1177	Bacteria	NA	NA	NA	NA	NA
ASV_1178	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus
ASV_1179	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV_1180	NA	NA	NA	NA	NA	NA
ASV_1181	NA	NA	NA	NA	NA	NA
ASV_1182	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV_1183	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_1184	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	NA
ASV_1185	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Mycetocola
ASV_1186	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
